id;nombre;categoria;subcategoria;municipio;latitud;longitud;calle;numero;piso;oficina;departamento;entre_calle_1;entre_calle_2;codigo_postal;otra_info_dire;referente_1;mail_referente_1;tel_referente_1;referente_2;mail_referente_2;tel_referente_2;referente_3;mail_referente_3;tel_referente_3;referente_4;mail_referente_4;tel_referente_4;referente_5;mail_referente_5;tel_referente_5;tipo_contacto_1;contacto_1;tipo_contacto_2;contacto_2;tipo_contacto_3;contacto_3;telefono_1;telefono_2;telefono_3;telefono_4;telefono_5;telefono_6;telefono_7;telefono_8;telefono_9;telefono_10;telefono_11;horario_lunes;horario_martes;horario_miercoles;horario_jueves;horario_viernes;horario_sabado;horario_domingo;guardia
106;Servicio Zonal de Niñez;Niñez y Adolescencia;Oficinas Gubernamentales;Almirante Brown;-34.793.405;-58.379.401;Thorne ;772;;;;José Mármol;;;;Mariana  Pérez;;;María C  Colombo;;;;;;;;;;;;Mail;szalmirantebrown@mds.gba.gov.ar;;;;;(11) 42945734;(11) 40428343;;;;;;;;;;;;;;;;;
107;Comisaría de la Mujer;Seguridad;Comisarías de la Mujer;Almirante Brown;-348.208.024;-583.881.063;Andrade ;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 42388555;;;;;;;;;;;;;;;;;;
110;Asociación Civil Mamakilla  Madre Luna Por Un Embarazo y Maternidad Conscientes;Asistencia a la Mujer y Familia;Organizaciones Sociales;Lomas de Zamora;-34.757.585;-58.405.101;;;;;;;;;ZONA SUR GBA. (PARTIDO DE LOMAS DE ZAMORA Y ALTE BROWN);Agustina  ;;;Laura  ;;;;;;;;;;;;Mail;mamakillaembarazo@gmail.com;;;;;(11) 58871907;(11) 61749910;;;;;;;;;;;;;;;;;
112;Colegio Profesional de Abogados/as;Otros servicios;Abogados/as;Lomas de Zamora;-34.741.889;-58.428.873;Larroque ;2360;;;;;;;Banfield;;;;;;;;;;;;;;;;;;;;;;(11) 42488203;(11) 42421955;(11) 42880744;(11) 42488076;;;;;;;;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;;;
113;Centro de Acceso a la Justicia;Justicia;Centros de Acceso a la Justicia;Almirante Brown;-3.482.188;-58.392.177;Calle Roca;938;;;;;;;;Gaspar  Tizio;;;;;;;;;;;;;;;;;;;;;(11) 42381380;;;;;;;;;;;09:00-15:30;09:00-15:30;09:00-15:30;09:00-15:30;09:00-15:30;;;
114;Casa de Justicia;Justicia;Otros Justicia;Almirante Brown;-34.798.551;-58.384.926;Diagonal Toll;1560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 42947932;;;;;;;;;;;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;;;
115;Juzgado de Paz;Justicia;Juzgados;Almirante Brown;-347.956.838;-5.838.549.421;Bynon;1732/36 ;;;;;;;;Beatriz Rosa  Filippello;;;;;;;;;;;;;;;;;;;;;(11) 42940404;(11) 42930270;;;;;;;;;;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;;;
116;Departamento Judicial;Justicia;Departamentos Judiciales;Lomas de Zamora;-347.426.485;-5.839.000.782;Camino Negro ;;;;;Larroque  ;;;;;;;;;;;;;;;;;;;;;;;;;(11) 42022154;(11) 42025630;(11) 42026380;(11) 420256384;;;;;;;;;;;;;;;
119;Defensoría General;Justicia;Unidades de la Defensa;Almirante Brown;-347.880.995;-5.837.464.976;Avenida Mitre;2615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 42055027;;;;;;;;;;;;;;;;;;
120;Juzgado de Familia N° 1 y N° 2;Justicia;Juzgados;Lomas de Zamora;-34.739.868;-58.399.532;Vieytes;370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;Juzgado de Familia N° 3 y N° 4;Justicia;Juzgados;Lomas de Zamora;-34.740.263;-58.401.504;Azara;1648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;Juzgado de Familia del N° 5 al N° 12;Justicia;Juzgados;Lomas de Zamora;-347.426.485;-5.842.928.552;Camino Presidente Juan Domingo Perón ;;;;;Larroque;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;Centro Provincial de Atención en Adicciones;Salud;Adicciones;Almirante Brown;-348.115.208;-5.838.595.532;Hospital Jorge;300;;;;;;;ex Gorriti;;;;;;;;;;;;;;;;;;;;;;(11) 42144219;;;;;;;;;;;;;;;;;;
124;Centro Provincial de Atención en Adicciones;Salud;Adicciones;Almirante Brown;-3.480.790.835;-5.838.865.059;Avenida Espora;1392;;;;Murature ;;;;;;;;;;;;;;;;;;;;;;;;;(11) 42938890;;;;;;;;;;;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;;;
125;Centro Provincial de Atención en Adicciones;Salud;Adicciones;Almirante Brown;-34.790.146;-58.354.546;San Martín;3657;;;;Parroquia Santísima Trinidad;;;;;;;;;;;;;;;;;;;;;;;;;(11) 42912316;;;;;;;;;;;;;09:00-11:00;;;;;
126;Hospital Subzonal Especial de Rehabilitación Dr. José Jorge;Salud;Hospitales;Almirante Brown;-348.115.208;-5.838.595.532;Presidente Perón;870;;;;;;;(Ex Gorriti N° 300);;;;;;;;;;;;;;;;;;;;;;(11) 42948100;(11) 42941384;(11) 42948308;(11) 42948308;(11) 42948100;;;;;;;;;;;;;;
127;Hospital Zonal General de Agudos Lucio V. Meléndez;Salud;Hospitales;Almirante Brown;-3.481.221.967;-5.838.587.787;Presidente Perón;859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 42949514;(11) 42940930;;;;;;;;;;;;;;;;;
128;Hospital Zonal General Dr. Arturo Oñativia;Salud;Hospitales;Almirante Brown;-3.478.479.706;-5.835.122.118;Jorge;1847;;;;Santiago del Estero ;;;;;;;;;;;;;;;;;;;;;;;;;(11) 42195040;(11) 42195042;(11) 42195043;(11) 42195044;;;;;;;;;;;;;;;
129;Unidad Sanitaria N° 10;Salud;Atención Primaria - CAPS;Almirante Brown;-3.477.429.504;-5.833.627.354;;;;;;;;;;;;;;;;;;;;;;;;;Mail;vgh-onativia@hotmail.com;;;;;;;;;;;;;;;;;;;;;;;
130;División de Medicina Preventiva;Salud;Otros Salud;Almirante Brown;-3.479.980.196;-583.875.313;Rosales;1394;;;;;;;;;;;;;;;;;;;;;;;Mail;subcom@brown.mun.gba.gov.ar;;;;;(11) 42140500 int.: 621;;;;;;;;;;;;;;;;;;
131;Centro de Atención Primaria de la Salud 13 de Julio;Salud;Atención Primaria - CAPS;Almirante Brown;-3.478.911.895;-5.831.743.062;Anémona;6445;;;;San Francisco Solano;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;Centro de Atención Primaria de la Salud;Salud;Atención Primaria - CAPS;Almirante Brown;-3.477.429.504;-5.833.627.354;Gorrión;;;;;Jorge;El Arroyo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;Centro de Atención Primaria de la Salud Barrio Lindo;Salud;Atención Primaria - CAPS;Almirante Brown;-3.482.295.256;-584.369.745;Portugal;;;;;Yatay;Robles ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;Centro de Atención Primaria de la Salud Burzaco;Salud;Atención Primaria - CAPS;Almirante Brown;-3.481.859.286;-5.837.169.502;Alsina;;;;;Martín Fierro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;Centro Municipal de Diagnóstico y Prevención;Salud;Otros Salud;Almirante Brown;-3.481.183.303;-5.838.509.319;Presidente Perón ;888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;Centro de Atención Primaria de la Salud Don Orione;Salud;Atención Primaria - CAPS;Almirante Brown;-3.481.904.666;-5.834.741.593;Calle 11;;;;;Eva Perón;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;Centro de Atención Primaria de la Salud;Salud;Atención Primaria - CAPS;Almirante Brown;-3.489.010.813;-5.836.248.992;De Navazio;;;;;Di Carlo ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;Centro de Atención Primaria de la Salud El Encuentro;Salud;Atención Primaria - CAPS;Almirante Brown;-3.481.196.031;-584.081.962;Ituizango;;;;;Policastro;Serrano;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;Centro de Atención Primaria de la Salud Floreal Ferrara;Salud;Atención Primaria - CAPS;Almirante Brown;-34.829.761;-58.401.751;Asamblea ;1688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;Glew 1;Salud;Centros de Salud;Almirante Brown;-3.490.648.657;-5.839.574.537;Bonifacio;;;;;Franklin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;Centro de Atención Primaria de la Salud La Gloria;Salud;Atención Primaria - CAPS;Almirante Brown;-3.476.620.785;-5.833.388.235;Calandria;;;;;Bynnon;Mitre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;Centro de Atención Primaria de la Salud Loma Verde;Salud;Atención Primaria - CAPS;Almirante Brown;-3.481.693.769;-5.842.474.168;Pinto;;;;;Portugal;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;Centro de Atención Primaria de la Salud Los Álamos;Salud;Atención Primaria - CAPS;Almirante Brown;-3.488.144.823;-5.840.052.679;Aguirre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;Centro de Atención Primaria de la Salud Mi Horizonte;Salud;Atención Primaria - CAPS;Almirante Brown;-3.479.420.678;-5.832.470.184;Begonia;546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;Ministro Rivadavia;Salud;Atención Primaria - CAPS;Almirante Brown;-3.484.123.653;-5.836.887.141;25 de Mayo;;;;;Cárdenas ;Magaldi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;Centro de Atención Primaria de la Salud Presidente Perón;Salud;Atención Primaria - CAPS;Almirante Brown;-3.480.594.059;-583.477.661;Alsina;;;;;Marconi ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;Centro de Atención Primaria de la Salud Rafael Calzada;Salud;Atención Primaria - CAPS;Almirante Brown;-3.478.098.033;-5.833.763.229;San Martín;4900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;Centro de Atención Primaria de la Salud Rayo de Sol;Salud;Atención Primaria - CAPS;Almirante Brown;-3.487.131.324;-5.840.599.866;Río Paraná;3058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;San Agustín;Salud;Atención Primaria - CAPS;Almirante Brown;-34.779.714;-58.323.489;Presidente Perón ;;;;;Charcas Norte; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;San José;Salud;Atención Primaria - CAPS;Almirante Brown;-3.477.306.774;-5.835.924.646;San Luis ;166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;Centro de Atención Primaria de la Salud;Salud;Atención Primaria - CAPS;Almirante Brown;-3.488.258.849;-5.835.437.658;Zufriategui;;;;;Cané;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;Posta El Hornero;Salud;Otros Salud;Almirante Brown;-3.483.903.224;-5.840.825.728;Tomás Guido;;;;;Isaac Newton;;;Barrio Parque Industrial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;Posta El Progreso;Salud;Otros Salud;Almirante Brown;-3.480.270.551;-5.837.063.885;Capilla del Señor ;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;Posta La Casona;Salud;Otros Salud;Almirante Brown;-3.475.774.761;-5.833.603.847;Belgrano;;;;;Los Sauces ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Posta La Cumbre;Salud;Otros Salud;Almirante Brown;-3.482.678.187;-5.841.587.897;Florida ;1050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;Posta La Esther;Salud;Otros Salud;Almirante Brown;-3.482.334.952;-5.836.299.321;Paraná;;;;;Legizamón;Acosta Villafañe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;Posta 15 de Enero;Salud;Otros Salud;Almirante Brown;-3.487.093.849;-5.836.667.435;Provincia Santa Fe ;550;;;;Langheneim;San Ignacio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;Posta Villa París;Salud;Otros Salud;Almirante Brown;-3.487.770.533;-5.838.129.418;Juan de Garay;;;;;Provincia Santa Fe;Provincia Mendoza ;;B° Villa París ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;Posta René Favaloro (Plaza Los Aviadores);Salud;Otros Salud;Almirante Brown;-3.482.823.396;-5.837.445.135;Burgos Pérez ;750;;;;Bolívar;Belgrano Longchamps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;Posta Sakura;Salud;Otros Salud;Almirante Brown;-348.456.563;-5.839.233.291;Monte Santiago ;1015;;;;Maciel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;Posta El Canario;Salud;Otros Salud;Almirante Brown;-3.481.221.967;-5.838.587.787;Álamo;;;;;Lapacho;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;Posta Mater Dei;Salud;Otros Salud;Almirante Brown;-3.478.964.711;-5.832.638.398;Caléndula;;;;;Rawson ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;Posta Parque Roma;Salud;Otros Salud;Almirante Brown;-34.894.619;-58.397.365;Clark;579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;Dirección de Acción Social;Desarrollo y Acción Social;Oficinas Gubernamentales;Arrecifes;-34.068.633;-60.107.111;Calle Saavedra;;;;;Santiago H Pérez;;;;Carlos  Mondino;;;;;;;;;;;;;;;Mail;subcom@arrecifes.mun.gba.gov.ar;;;;;(2478) 451323;;;;;;;;;;;;;;;;;;
166;Servicio de Protección del Niño/a;Niñez y Adolescencia;Oficinas Gubernamentales;Arrecifes;-34.064.471;-60.104.016;Ramón Lorenzo ;35;;;;;;;;Diana Valeria  Pellegrini;;;;;;;;;;;;;;;Mail;servicioarrecife@gmail.com;;;;;(2478) 453589;;;;;;;;;;;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;;;
167;Secretaría de Salud y Acción Social;Desarrollo y Acción Social;Oficinas Gubernamentales;Arrecifes;-34.068.447;-601.068.738;Santiago H. Pérez ;780;;;;;;;;Gabriel  Ponchon (Secretario);;;;;;;;;;;;;;;Mail;subcom@arrecifes.mun.gba.gov.ar;;;;;(2478) 451323;;;;;;;;;;;;;;;;;;
168;Comisaría de la Mujer;Seguridad;Comisarías de la Mujer;Arrecifes;-34.068.061;-6.010.248;Urquiza;230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2478) 451073;;;;;;;;;;;;;;;;;;
170;Colegio Profesional de Abogados/as;Otros servicios;Abogados/as;San Nicolás;-333.290.379;-602.174.683;Mitre;133;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;(3461) 423057;(3461) 451844;;;;;;;;;;;;;;;;;
171;Colegio Profesional de Psicólogos/as;Otros servicios;Psicólogos/as;Pergamino;-3.389.200.713;-6.057.855.536;Pueyrredon;1138;;;;;;2700;;;;;;;;;;;;;;;;;Mail;copsiper@fibertel.com.ar;;;;;(2477) 436889;;;;;;;;;;;;;;;;;;
172;Colegio Profesional de Trabajadores/as Sociales;Otros servicios;Trabajadores/as Sociales;San Nicolás;-33.333.669;-6.021.959;Nación ;326;;Local 20;;;;;;;;;;;;;;;;;;;;;Mail;catsn@intercom.com.ar;;;;;(336) 4437805;;;;;;;;;;;;;;;;;;
173;Juzgado de Paz;Justicia;Juzgados;Arrecifes;-340.672.925;-601.074.342;Rivadavia;173;;;;;;;;;;;;;;;;;;;;;;;Mail;;Web;http://www.scba.gov.ar;;;(2478) 452241;;;;;;;;;;;;;;;;;;
174;Ayudantía Fiscal;Justicia;Unidades Fiscales;Arrecifes;-340.671.447;-601.082.303;Rivadavia;207;;;;;;;;Héctor Alfredo  Iglesias (Ayudante Fiscal);;;;;;;;;;;;;;;;;;;;;(2478) 451879;;;;;;;;;;;;;;;;;;
175;Centro Provincial de Atención en Adicciones;Salud;Adicciones;Arrecifes;-3.406.029.588;-6.011.647.193;Ramón Lorenzo ;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2478) 455639;;;;;;;;;;;08:00-13:00;08:00-13:00;08:00-13:00;08:00-13:00;08:00-13:00;;;
176;Hospital Municipal Santa Francisca Romana ;Salud;Hospitales;Arrecifes;-3.406.886.638;-6.010.604.116;Avenida Merlassino ;791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2478) 451327;;;;;;;;;;;;;;;;;;
177;Hogar de Ancianos Municipal Sor María Rossello;Otros servicios;Tercera Edad;Arrecifes;-3.407.128.671;-601.073.623;Avenida Merlassino ;1050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2478) 451317;;;;;;;;;;;;;;;;;;
178;Centro de Atención Primaria de la Salud Ramón Carrillo;Salud;Atención Primaria - CAPS;Arrecifes;-3.406.029.588;-6.011.647.193;Santiago del Estero ;;;;;Intendente Ramón Lorenzo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;Centro de Atención Primaria de la Salud Gerardo Risso;Salud;Atención Primaria - CAPS;Arrecifes;-3.407.564.044;-6.008.974.534;Panamá;;;;;Brasil;Perú;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;Centro de Atención Primaria de la Salud Santa Lina;Salud;Atención Primaria - CAPS;Arrecifes;-3.405.649.346;-6.009.221.363;Facundo Quiroga;;;;;Rosa;San Lorenzo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;Centro de Atención Primaria de la Salud Santa Teresita;Salud;Atención Primaria - CAPS;Arrecifes;-3.405.736.203;-6.010.545.768;John Kennedy;;;;;Santa Fé;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;Centro de Atención Primaria de la Salud Julia Aguilera;Salud;Atención Primaria - CAPS;Arrecifes;-3.406.080.888;-6.008.399.056;Avenida Intendente Blanco ;;;;;Amadeo Paz ;;;;;;;;;;;;;;;;;;;;;;;;;(2478) 451315;;;;;;;;;;;;;;;;;;
183;Centro de Atención Primaria de la Salud El Sol;Salud;Atención Primaria - CAPS;Arrecifes;-3.405.468.522;-600.991.168;Além;;;;;Jáuregui;Gonzales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;Centro de Atención Primaria de la Salud;Salud;Atención Primaria - CAPS;Arrecifes;-3.403.253.376;-601.529.422;San Martín;;;;;Planes;Saavedra;;;;;;;;;;;;;;;;;;;;;;;;(2478) 492149;;;;;;;;;;;;;;;;;;
185;Centro de Atención Primaria de la Salud Viña;Salud;Atención Primaria - CAPS;Arrecifes;-339.908.174;-6.022.792.517;Juan Camara;;;;;Ruta 8;M. Planes;;;;;;;;;;;;;;;;;;;;;;;;(2478) 491100;;;;;;;;;;;;;;;;;;
186;Subsecretaría de Desarrollo Social;Desarrollo y Acción Social;Oficinas Gubernamentales;Ayacucho;-37.149.937;-58.488.597;Aristóbulo Del Valle ;1027;0;;;;;7150;;Silvina  Ramos;;;Carmen  Iturralde (Subsecretaria);;;;;;;;;;;;Mail;asocial@ayacucho.mun.gba.gov.ar;;;;;(2296) 452601;(2296) 459026;;;;;;;;;;;;;;;;;
187;Servicio de Protección del Niño/a;Niñez y Adolescencia;Oficinas Gubernamentales;Ayacucho;-3.715.483.264;-5.848.455.249;9 de Julio  ;;;;;;;;;Ignacio  Bordoy;;;;;;;;;;;;;;;;;;;;;(2296) 451446;(2293) 306236;;;;;;;;;;;;;;;;;
188;Servicio de Protección del Niño/a;Niñez y Adolescencia;Oficinas Gubernamentales;Ayacucho;-3.714.406.306;-5.848.202.315;Aristóbulo del Valle ;171;;;;;;;;;;;;;;;;;;;;;;;Mail;szdolores@mds.gba.gov.ar;Mail;szppdolores@hotmail.com;;;(2245) 441194;(2245) 458625;;;;;;;;;;;;;;;;;
189;Comisaría de la Mujer y de la Familia;Seguridad;Comisarías de la Mujer;Ayacucho;-371.379.972;-584.733.725;Calle Gato;;;;;Mancha;;;;Andrea Lucia  Castro (Comisaria);;;;;;;;;;;;;;;;;;;;;(2296) 451941;;;;;;;;;;;;;;;;;;
191;Juzgado de Paz;Justicia;Juzgados;Ayacucho;-371.529.844;-5.849.090.312;Bartolomé Mitre;1154;;;;;;;;Maria Fernanda  Guisande;;;;;;;;;;;;;;;;;;;;;(2296) 452739;;;;;;;;;;;;;;;;;;
192;Ayudantía Fiscal;Justicia;Unidades Fiscales;Ayacucho;-371.531.274;-5.849.025.032;San Martín ;1365;;;;;;;;Ana  Galvan;;;María Gabriela  Oillataguerre (Secretaria);;;;;;;;;;;;;;;;;;(2296) 455100;;;;;;;;;;;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;;;
193;Departamento Judicial;Justicia;Departamentos Judiciales;Ayacucho;-3.631.671.035;-5.767.746.337;Belgrano;141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2245) 441593;(2245) 441594;(2245) 441596;(2245) 441597;(2245) 441598;;;;;;;;;;;;;;
194;Fiscalía General;Justicia;Unidades Fiscales;Ayacucho;-363.167.132;-5.767.746.194;Belgrano ;141;;;;;;;;Diego Leonardo  Escoda (Fiscal General);;;;;;;;;;;;;;;;;;;;;(2245) 447675;(2245) 443037;;;;;;;;;;;;;;;;;
195;Defensoría General;Justicia;Unidades de la Defensa;Ayacucho;-3.631.674.885;-5.767.765.585;Belgrano;115;;;;;;;;Maria Veronica  Olindi Huespi;;;;;;;;;;;;;;;;;;;;;(2245) 447883;(2245) 441534;;;;;;;;;;;;;;;;;
196;Asesoría de Incapaces N° 1;Justicia;Asesorías;Ayacucho;-363.165.189;-5.767.996.922;Moreno;32;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2245) 447679;;;;;;;;;;;;;;;;;;
197;Centro de Salud Municipal N° 1;Salud;Centros de Salud;Adolfo Gonzales Chaves;-3.802.397.693;-6.010.626.701;Yapeyú;37;;;;;;;Escuela N° 8;;;;;;;;;;;;;;;;Mail;hospital@agrored.net.ar;;;;;;;;;;;;;;;;;;;;;;;
198;Sala de Primeros Auxilios de Juan Eulogio Barra;Salud;Primeros Auxilios;Adolfo Gonzales Chaves;-378.222.678;-604.818.629;Calle 4;;;;;Calle 10;;;;;;;;;;;;;;;;;;;Mail;hospital@agrored.net.ar;;;;;(2983) 499006;;;;;;;;;;;;;;;;;;
199;Hospital Pedro Solamet de Ayacucho;Salud;Hospitales;Ayacucho;-3.715.732.009;-5.848.974.438;Avenida Dindart ;852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2296) 452099;;;;;;;;;;;;;;;;;;
200;Sala de Primeros Auxilios Estación Vasquez;Salud;Primeros Auxilios;Adolfo Gonzales Chaves;-3.817.607.158;-6.017.016.274;Calle 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2983) 499200;;;;;;;;;;;;;;;;;;
201;Centro Provincial de Atención en Adicciones;Salud;Adicciones;Adolfo Gonzales Chaves;-380.368.453;-601.022.092;Torqueari;;;;;Maipú;;;Hospital Municipal;;;;;;;;;;;;;;;;;;;;;;(2983) 481596;(2983) 484449;(2983) 484450;;;;;;;;;08:00-17:00;08:00-17:00;08:00-17:00;08:00-17:00;08:00-17:00;;;
202;Centro Provincial de Atención en Adicciones;Salud;Adicciones;Ayacucho;-3.715.529.511;-5.848.394.217;9 de Julio ;730;;;;;;;;Miryam  Domingo;;;;;;;;;;;;;;;;;;;;;(2296) 451858;;;;;;;;;;;08:00-14:00;08:00-14:00;12:00-17:00;12:00-17:00;12:00-17:00;;;
203;Hogar de Tránsito Nazareth;Asistencia a la Mujer y Familia;Organizaciones Sociales;Ayacucho;-37.143.804;-58.465.676;Gato y Mancha;;;;;Marcela Savarese;;;;Claudia  Casella;;;Marcela  Savarese;;;;;;;;;;;;;;;;;;(2296) 454054;;;;;;;;;;;;;;;;;;
204;Secretaría de Salud Municipal;Salud;Oficinas Gubernamentales;Ayacucho;-37.154.818;-58.484.524;9 de Julio ;755;;;;;;;Centro Cívico ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;Hospital Local Municipal Dr. Pedro Solanet;Salud;Hospitales;Ayacucho;-3.715.732.009;-5.848.974.438;Avenida Dindart ;852;;;;;;;;;;;;;;;;;;;;;;;Mail;hospital@ayacucho.mun.gba.gov.ar;;;;;(2296) 452099;(2296) 452143;(2296) 452754;;;;;;;;;;;;;;;;
206;Hogar de Ancianos San Francisco Javier;Otros servicios;Tercera Edad;Ayacucho;-37.154.832;-5.848.455;9 de Julio ;755;;;;;;;;;;;;;;;;;;;;;;;Mail;hosanfranciscojavier@ayacucho.mun.gba.gov.ar;;;;;(2296) 451407;;;;;;;;;;;;;;;;;;
207;Sala Periférica de Atención Primaria Eva Perón;Salud;Atención Primaria - CAPS;Ayacucho;-3.715.139.149;-5.847.489.307;Avenida Solanet ;300;;;;Brown;Somigliana;;;;;;;;;;;;;;;;;;;;;;;;(2293) 554948;;;;;;;;;;;;;;;;;;
208;Centro de Atención Primaria de la Salud Néstor Kirchner;Salud;Atención Primaria - CAPS;Ayacucho;-37.144.877;-58.470.526;;;;;;;;;Bº La Feria;;;;;;;;;;;;;;;;;;;;;;(2296) 454414;;;;;;;;;;;;;;;;;;
209;Centro de Atención Primaria de la Salud Ramón Carrillo;Salud;Atención Primaria - CAPS;Ayacucho;-3.714.533.135;-5.849.115.776;Jacobo Berra ;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2296) 452247;;;;;;;;;;;;;;;;;;
210;Dirección de Género  Niñez y Adolescencia;Otros servicios;Género y Diversidad;Azul;-3.677.651.541;-5.986.241.349;Belgrano;427;;;;;;;;Fernanda  Ibarra;;;;;;;;;;;;;;;;;;;;;(2281) 439534;;;;;;;;;;;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;;;
211;Servicio de Protección del Niño/a;Niñez y Adolescencia;Oficinas Gubernamentales;Azul;-3.677.652.112;-5.986.240.779;Belgrano;427;;;;;;;;María Paz  Marambio (Coordinador);;;;;;;;;;;;;;;;;;;;;(2281) 439534;;;;;;;;;;;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;;;
212;Servicio de Protección del Niño/a;Niñez y Adolescencia;Oficinas Gubernamentales;Azul;-3.677.695;-59.866.923;Alvear;710;;;;;;;;Cecilia  Svampa;;;;;;;;;;;;;;;Mail;szazul@mds.gba.gov.ar;Mail;serviciozonal@gmail.com;;;(2281) 423910;(2281) 650016;;;;;;;;;;;;;;;;;
